time,emissions,city,year,pollutant,sector
2012-11-15,15464.588,Shenyang,2012,OC,BUILDINGS
2012-12-15,21646.562,Shenyang,2012,OC,BUILDINGS
2013-01-15,22374.246,Shenyang,2013,OC,BUILDINGS
2013-02-15,17475.068,Shenyang,2013,OC,BUILDINGS
2013-03-15,13166.502,Shenyang,2013,OC,BUILDINGS
2013-04-15,9183.287,Shenyang,2013,OC,BUILDINGS
2013-05-15,4996.46,Shenyang,2013,OC,BUILDINGS
2013-06-15,2699.3,Shenyang,2013,OC,BUILDINGS
2013-07-15,2086.9253,Shenyang,2013,OC,BUILDINGS
2013-08-15,2297.8066,Shenyang,2013,OC,BUILDINGS
2013-09-15,4501.414,Shenyang,2013,OC,BUILDINGS
2013-10-15,8750.953,Shenyang,2013,OC,BUILDINGS
2013-11-15,14781.399,Shenyang,2013,OC,BUILDINGS
2013-12-15,20259.523,Shenyang,2013,OC,BUILDINGS
2014-01-15,20366.373,Shenyang,2014,OC,BUILDINGS
2014-02-15,17583.783,Shenyang,2014,OC,BUILDINGS
2014-03-15,13022.764,Shenyang,2014,OC,BUILDINGS
2014-04-15,7773.8555,Shenyang,2014,OC,BUILDINGS
2014-05-15,5327.435,Shenyang,2014,OC,BUILDINGS
2014-06-15,2779.7676,Shenyang,2014,OC,BUILDINGS
2014-07-15,2093.271,Shenyang,2014,OC,BUILDINGS
2014-08-15,2536.1343,Shenyang,2014,OC,BUILDINGS
2014-09-15,4241.299,Shenyang,2014,OC,BUILDINGS
2014-10-15,8440.882,Shenyang,2014,OC,BUILDINGS
2014-11-15,13968.075,Shenyang,2014,OC,BUILDINGS
2014-12-15,20612.621,Shenyang,2014,OC,BUILDINGS
2015-01-15,20636.06,Shenyang,2015,OC,BUILDINGS
2015-02-15,16262.02,Shenyang,2015,OC,BUILDINGS
2015-03-15,13265.275,Shenyang,2015,OC,BUILDINGS
2015-04-15,8540.8545,Shenyang,2015,OC,BUILDINGS
2015-05-15,5264.8555,Shenyang,2015,OC,BUILDINGS
2015-06-15,3131.2456,Shenyang,2015,OC,BUILDINGS
2015-07-15,2314.3633,Shenyang,2015,OC,BUILDINGS
2015-08-15,2484.6885,Shenyang,2015,OC,BUILDINGS
2015-09-15,4300.3457,Shenyang,2015,OC,BUILDINGS
2015-10-15,8568.164,Shenyang,2015,OC,BUILDINGS
2015-11-15,13925.1,Shenyang,2015,OC,BUILDINGS
2015-12-15,19663.576,Shenyang,2015,OC,BUILDINGS
2010-01-15,35304.96,Shanghai,2010,OC,BUILDINGS
2010-02-15,28911.846,Shanghai,2010,OC,BUILDINGS
2010-03-15,24552.277,Shanghai,2010,OC,BUILDINGS
2010-04-15,16254.855,Shanghai,2010,OC,BUILDINGS
2010-05-15,8765.917,Shanghai,2010,OC,BUILDINGS
2010-06-15,5007.9453,Shanghai,2010,OC,BUILDINGS
2010-07-15,3500.316,Shanghai,2010,OC,BUILDINGS
2010-08-15,4071.24,Shanghai,2010,OC,BUILDINGS
2010-09-15,7313.0273,Shanghai,2010,OC,BUILDINGS
2010-10-15,15581.829,Shanghai,2010,OC,BUILDINGS
2010-11-15,23886.004,Shanghai,2010,OC,BUILDINGS
2010-12-15,34566.895,Shanghai,2010,OC,BUILDINGS
2011-01-15,38797.33,Shanghai,2011,OC,BUILDINGS
