city,year,pollutant,sector,lat,lon,emissions
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,118.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,119.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,120.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,121.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,121.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,121.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,121.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.55,121.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,111.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,111.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,111.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,111.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,111.85,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,111.95,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.05,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.15,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.25,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.35,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.45,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.55,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.65,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.75,0.0
Beijing,2010,SO2,POWER_INDUSTRY,36.65,112.85,0.0
